content,score,thumbsUpCount
"Setelah update kenapa fitur fingerprint nya hilang? Mau login lupa usernamenya. Password masih ingat krna selalu dipakai saat transaksi, tp username dicoba berkali kali selalu salah, pdhl sudah sesuai saat daftar dulu. Biasanya login pakai fingerprint kenapa sekarang tidak ada??",1,10
Sangat mudah dengan segala hal,5,0
"Aplikasi ribet ngaco mau ganti pin eh ngasih pemberitahuan tidak ada koneksi internet padahal koneksi bagus kuota data aman,pas udah masuk ganti pin gabisa,malah ngasih tau ada masalah dengan sistem,maunya brimo apasi mempersulit nasabah",1,0
mantab mudah dan simpel,5,0
"Sangat tidak bagus, masa kalah sama BNI. Mereka mudah aja masuknya. Kalo bri malah bisa salah pasword segala padahal di coba sebelum nya bisa aja. Aneh app sampah",1,0
"Saya pengguna user baru, bisa dijelaskan mengapa kode OTP setelah saya coba berkali-kali tidak muncul juga di SMS, padahal nomor telepon saya sudah saya cek sampai teliti dan benar bahkan saya cek di G-mail pun tidak muncul mohon diperbaiki BRI",3,3
Kenapa nii BRI kok app nya gak bisa di buka uda di update versi baru ...klo masala sinyal kaya nya gakungkin uda bolak balik gak bisa terbuka...!!!??? biasanya bagus..... tolong pelayanan nya,3,0
Aplikasinya brimo sangat lemot untuk bisa transaksi kadang harus hapus aplikasi dulu..untuk bisa transaksi .. kenapa juga bri mobile g suport untuk android 10 .. . Tolong untuk pihak bri diperbaiki biar lebih baik lagi..,1,0
"Kenapa mau transfer ga bisa ketik pin, tombol angka pin ga muncul semua cuma sampe 6 digit.. Tolong diperbarui segera karna sangat penting untuk transaksi elektronik..",3,0
update trus mana makan penyimpanan bnyk,1,0
"selalu log out sendiri, dan tidak bisa log in ""user/password salah"", coba reset password mToken terkirim tidak valid, malah tertulis usaha dicurigai, berakir d blokir 24jam, tidak bisa d pakai di ""opsi pengembang"" pula, tolong dong min, d perbaiki",2,1
Kenapa aplikasi nya restart terus,2,0
Saya sudah mengulang beberapa kali tetep aja salah mulu. Padahal instruksinya udah di ikuti semuanya. Padahal tinggal sandi doang masih ribet udah gua pilih semua kata tetep aja sandi ga bisa di pake katanya udah terdaftar. Sebernya niat kaga bikin aplikaainya.,1,0
sangat baik dan memuaskan thanks brimo,5,0
"Sebelum di update aplikasi brimo ini lancar tidak pernah gangguan , setelah di update malah lemot dan makin ribet malah ini aplikasi gagal untuk update nya , tolong mendingan versi yang dulu , cara nurunin ke versi yg kemarin gimana ya ?",1,0
proses cepat dan mudah,5,0
"sms muncul mulu, yg sms siapa yg bayar siapa. bri kocakk menghalalkan segala cara anjir",1,2
Saya kasih bintang satu... Masa iya saya transaksi dari tgl 24 Juli itu cuman di proses terus... Tnpa ada info pembatalan ataupun proses sudah ok... Gimna ini... saya sudah coba email tapi ga ad respon.... Kacau sekali skrg aplikasi brimo ini,1,0
"Saya tidak bisa melakukan penarikan tunai, padahal paketan full.. sampai2 pak sambung wifi yang ada di ATM pun sama aja... Klo transfer ke rekening lain itu gak ada masalah tapi kalau melakukan penarikan tunai susah banget kayak gak ada paketan 🤦🤦🤦",1,1
"Kenapa saat pe daftran belum selasi masih tahap 2, tiba2 keluar dan saat diulang no telpn email sudah terdaftar. Saat mencoba untuk login keterangan user atau paswt tidak terdaftar",1,0
Saya selama pakai aplikasi ini sangat sangat membantu terimakasih,5,0
Brimo setelah saya update kok malah jadi tidak bisa di buka..,1,0
"Sangat memudahkan bagi emak emak mager yang malas ke ATM. Transaksi aman, mudah, dan cepat. Hanya saja, ada gangguan sedikit waktu login dengan perangkat baru, linknya smpat tidak masuk inbox SMS, tp setelah saya coba ulang ke 2 kali baru bisa. Semoga kedepannya semakin baik. Terima kasih",5,0
apk mudah digunakan mantap,5,0
update mulu tiap mau di pake parah,2,0
"Aplikasi jahat saya salah transfer ke namanya sama beda nomor rekening nya.. tapi jauh orang nya... langsung saya bikin pengaduan ke BRI... call center tapi ga ada pengembalian dana, padahal salah aplikasi nya saya udah ngetik no rekening dengan benar tapi pas transaksi berhasil nomer rekening berubah otomatis sendiri tapi nama penerima nya sama , aplikasi jahat , padahal itu uang saya nyari dengan susah payah itu gaji saya selama 2 Minggu hilang sia sia",1,21
"Brimo makin kesini makin bug ya, sebelum di apdate masih aman aman, aja setiap mau login pemberitahuan nya sesi login telah berakhir, gilir di apdate mau login Transaksi ada belum berhasil silahkan coba lagi katanya padahal mau login,tolong dong pihak BRI berikan kenyaman nya kaya dulu lagi",1,2
Kenapa ini 2 hari kok ndak bisa buat transaksi. Selalu loading terus....,1,0
"Kepada Develop. Tolong tambahan fitur sidik jari ketika final bertransaksi, jadi di login menggunakan sidik jari dan di saat transaction menggunakan sidik jari juga. Karena menggunakan password di tempat umum sangat tidak nyaman. Terimakasih",5,0
Gak bisa login di perangkat lain dengan nomor yg beda terpasang dengan alasan keamanan bagi saya itu tidak bagus. Ditambah lagi internet bangking yang sudah dimatikan bagi saya itu sebuah kemunduran yang nyata.,1,14
"Sering gagal login. Keterangan periksa koneksi internet, padahal pake wifi full/data full sinyal. Mau tfr ga jd deeeeeecccchhhh. Tolong apl di perbaiki ,bank pemerintah kok kayak gini ,jd males....!!!!",4,2
Sangat membantu dalam bertransaksi,5,0
aplikasi BRIMO ini sangat berguna untuk masyarakat Indonesia dalam melakukan transaksi terimakasih atas kehadirannya aplikasi BRIMO 🙏,5,0
"Apk nya tolong di benahi dong, masa jaringan ato koneksi internet selalu buruk saya sudah berkali2 coba dan ganti2 koneksi loh, mulai dri Wi-Fi smpai berbagai kartu perdana tetap nggk bisa, wa ke nmer BRI pun tidak membantu sma sekali malah bikin emosi, tolong dong BRI, Di cari jalan keluar yang mudah, makasih:)",1,0
"Karena penggunanya sudah pasti banyak, jadi wajar sekali kalau kadang2 agak lambat, atau gangguan.. Semoga bisa lebih baik kedepannya.. Aplikasinya sudah bagus, lengkap, jelas, ya masalahnya ya disitu2 saja..",5,4
"Kenapa setiap mau cek saldo aplikasi Brimo selalu tidak bisa ? Bisanya kalo udah di instal ulang, itupun cuman sehari doank. lama-lama kesel juga kalo harus terus-terusan instal ulang, buang2 kuota saja.",1,0
Kok pilihan daftar tabunganku bri gak ada ya,4,0
"Jelek bgt aplikasi apaan ini udh tinggal verivikasi wajah sllu gagal pdhl internet lancar ga ada masalah, ttp aja dibilang tdk ada koneksi internet. Di coba berkali2 ttp ga bs. Ngeselin sekali buang² waktu.",1,0
"Habis update tambah gak karuan, masih bagus yang lama penyajian datanya. Contoh dulu klu kita masukkan nomor briva otomatis nilai pembayrn dll keluar, sekarang harus manual. Blm lg gak jelas sdh aprrov apa blm. Nyesel update",5,0
"Baru ini pake brimo gagal koneksi, wifi inet stabil tp saat masuk brimo dibilang tidak ada koneksi inet. Mau pake transaksi takut dana menghilang. Huuft.",1,1
"Mohon maaf ini barusan tadi pagi saya mau buka Brimo tapi disuruh update ke versi terbaru (kalau gk,gk bisa login). Giliran sdh di update, kok malah aneh knp ya? Malah sering keluar sendiri dari aplikasinya bahkan gabisa masuk juga kadang. GAGAL trs padahal jaringan aman, sinyal nyaman, space hp msh bnyak, sandi & pass juga benar. Apa maunya Brimo?",1,14
"Rat Bintang saya kurangin, karna setelah di upgrade sering log out tiba,tiba sudah beberapa kali log in masih tetep aja kayak gitu. Mohon segera diperbaiki lagi. Karena pake Aplikasi BRIMO ini sangat,sangat praktis dan membantu. Terimakasih 🙏🙏",2,0
"Oke sekarang security login pindah device udah pake SMS jadi jauh lebih cepat di bandingkan harus nunggu 1 jam seperti update yang lalu lalu sampah sekali metode nya, padahal jenis security kan ada beberapa jenis opsi seperti sidik jari, SMS, email, atau double pin",5,4
"Apaan gw beli pulsa 100rb dri pagi smpe skg ga masuk, nyesel update versi baru. Mana lebih lelet dan ga ada bagus2nya, enakan versi lama. Ga ada kegunaan dan ga guna. Jd gmn nih pulsa gw ga masuk2 tlg tanggung jawab!!!!!!",1,1
"Mohon maaf, sepertinya aplikasinya sedikit berat. Loadingnya sedikit lambat. Dan tambahkan fitur notifikasi/inbox untuk melihat info dari BRI (Riwayat transaksi). Dan fitur promo mohon di simpan di beranda supaya kami bisa melihat promo apa saja yang baru tanpa harus klik menu promo dulu.",4,8
Payah cara daftar berbelit2 padahal data sdh lengkap..kalo ga mampu bikin aplikasi yg sekiranya dpt membantu nasabah mending ga usah bos ..ini saya sebagai nasabah malah pusing daftar yg katanya cukup lewat hp saja ..eeehh malah di bikin pusing karna gagal terus😏😏,1,7
"Sudah update ke brimo terbaru, tapi kok pin nya terlalu mudah ya, brasa jadi g aman, dan tanpa login pada tampilan pertama sudah ada menu yang bisa dipakai dengan pin yang terlalu mudah ( pin angka bukan yang kombinasi angka dan huruf )",5,1
"Aplikasinya bagus, mudah digunakan. Minus cuma satu, login tidak bisa dalam waktu yg lama, hanya beberapa saat (5-10 menit), setelah itu harus login kembali.",4,0
"Aplikasi belum sempurna kok sudah dirilis..sangat mengecewakan.. Tau tau log out sendiri..mau masuk malah koneksi terputus terus..padahal jelas jelas internet baru beli...mau masukin pin jelas jelas tidak ada yg salah kok akun bisa terblokir..setelah reset pasword...masuk juga gak bisa..alasan akun terputus... Intinya sangat mengecewakan..nb: kalau belum siap meluncurkan apl mobile banking..jangan terburu"" dirilis.sempurnakan dulu baru di rillis agar tidak mengecewakan nasabah..",1,4
"Bukti transfer tidak bisa disimpan maupun dikirim. Jadi klo mau kirim buktinya harus buka Aktivitas kemudian di screenshot dulu baru bisa dikirim. Padahal dulu bukti transfer yg muncul langsung bisa dikirim ke aplikasi lain, misalnya WhatsApp atau disimpan ke penyimpanan lain.",1,8
"Setelah update terbaru makin lemot loading terus,mau transaksi gagal terus,mau d ulang beberapa kali takut keblokir,banyak kendala yg harus d perbaiki.pilihan pembayaran multypainen cuman satu pilihan...tolong d perbaikin lagi.",1,0
"aplikasi ini masih kurang bagus dibandingkan dengan yg bri mobile..ada transaksi 10jt tapi kok tidak ada pemberitahuan atau notifikasi ya? trus menu2 nya juga membingungkan tata letaknya, yg bri mobile lebih simpel dan gak pernah error..yang ini koneksi terputus mulu..semoga bisa jadi masukan..trims",3,4
Brimo tolong apk di tambah menu bagi yg punya kartu kredit maupun pinjaman lainya bisa cek langsung pinjaman total berapa . Ansuran tgl berapa . Dan info notif keluar masuk duit seperti yg bank sebelah. Di satukan dalam 1 aplikasi agar tidak kebanyakan instal aplikasi,5,2
"Bukan tambah bagus kualitas aplikasinya, tapi tambah jelek. Sinyal full di bilang koneksi terputus. Kalo belum siap launching jangan di paksakan ganti aplikasinya",2,0
Ganti hp malah susah login Ditunggu sampe 3 hari juga tetap gk bisa.,1,0
"Klo merubah kebijakan mikir dong bri ,kalian kira semua daerah punya jaringan hp?,mana aplikasi nya sering gangguan,di tempat saya kerja nggak ada jaringan jdi klo mau ngambil uang harus ke daerah yg ada jaringan dan itupun jarak 1 jam perjalanan,klo mau merubah kebijakan mikir dulu tolol nggak semua yang di gunakan di hp mempermudah",1,0
Sudah diulang berkali kali tapi tetap dibilang koneksi internet tidak ada.padahal jaringan bagus. Tolong penjelasan dan solusi agar verifikasi wajah 8 detik bisa suskes.,1,0
"Kebanyakan admin, nyesel banget kaitin nomer sama gmail. Lagi-lagi sms/Gmail transaksi, lagi-lagi potongan :')) mending kalo tiap bulan sekali potongan biaya SMS, ini mah sebulan berkali-kali!.",1,0
"Tampilan angka pada menu transfer klo bisa d benahi d bikin besar khusus angka aja separti aplikasi si kuning ,sibiru..jangan ngikut kibord pesan.susah mencet angkanya kekecilan sering salah2 pencet.apalagi untuk kalangan lansia...angkanya gak keliatan.mohon d pwrbaiki.agar mudah.terimakasih.",4,0
"Saya punya keluhan , saya kirim pulsa dari bulan maret sampai sekarang masih diproses sedangkan saldo saya berkurang tapi pulsa gk masuk dan ini saya top up ke dompet digital masih sama diproses tapi gk masuk2 saldo tetap berkurang . Saran sih klo 24 jam diproses terus saldo di kembalikan agar costumer gak rugi karena saldonya hangus",1,0
"Tingkatkan lagi untuk kelancaran dan kestabilan koneksi jaringan, dan tolong perbaiki saat membuka notifikasi setelah selesai transaksi muncul keterangan transaksi gagal/error. Padahal transaksi berhasil. Terima kasih.",5,5
payahh👎👎👎... seharusnya klo update baru itu makin bagus... ini engga... sering ga bisa login ke brimo nya ... susah bener pas lgi mau transaksi penting!!! mau balik ke versi sebelumnya aja lebih enak transaksinya,1,0
"Aplikasi yg tak berguna sama sekali.mau log in susah masuk, sudah log in masuk uang saldo jadi Rp.-0 mau transaksi jadi tak bisa karena saldoRp.0.mungkin aplikasi Brimo kembalikan versi lama lebih berguna lagi.",1,4
"Banyak kendala, salah satunya saya transfer tunai sudah dua hari masih dalam proses padahal saldo saya Sudah terpotong, mana saya butuh banget lagi bukti transaksi buat bikin laporan, udah bikin pengajuan lewat wa, lewat email, lewat brimo nya langsung, tapi belum di tanggapi, pelayanan nya lambat",1,12
"Mobile banking terbaik dan terlengkap. Semua transaksi sangat mudah dengan BRImo. Investasi perencanaan bisa dimulai dari 50rb an dengan BRImo. Sudah tidak ada lagi kekhawatiran bertransaksi. Karena dengan BRImo serba cepat, tepat, dan mudah😍😍😍😍",5,1
"Penggunaan nya sangat mudah, bagi saya sangat berguna utk berbagai transaksi",5,0
"Kenapa selalu gagal, pendaftaran stak di pengambilan video. Padahal video sudah bagus, jelas, terang dan cukup pencahayaan, tapi masih gagal. Tidak ada notif gagal atau berhasil tapi kembali ke halaman pengambilan video",1,6
sangat membantu dalam keadaan apapun,5,0
"Ini knapa saat mau ajukan pengajuan karena gagal tarik tunai tidak bisa dilanjutkan ya. Sy jadi bingung ni mau ke bank malah suru kita ajukan lewat brimo, trus pas mau ajukan kok tidak bisa dilanjutkan pengajuannya. Tolong diperbaiki apknya biar jangan bingung penggunanya.",1,0
sangat cocok untuk semua jenis transaksi,5,0
Aplikasinya cukup keren dan mudah digunakan. Layanan aplikasi perbankan semakin dimudahkan dan sangat menghemat waktu karena mobilitas saya yang cukup tinggi bisa diakses dimana saja dan kapan saja.,5,0
"Sangat"" mudah tidak usah keluar rumah Tinggal klik sudah bereees",5,0
Keseringan update tp ga banget,1,0
"Setelah update jadi sering gagal login, tertulis General error, jaringan stabil, coba login di aplikasi bank lain, sangat lancar. Akhirnya gara-gara kejadian ini atm saya terblokir, karena saya kira pengaruh dari atm. Asli sangat kecewa. Belum lagi sistem pelayanan yang kurang affair, kalau ada orang dalam kita bisa pesan nomor antri, khususnya di BRI Unit. Sangat mengecewakan.",5,35
"Maaf beri bintang 1 soal nya nie aplikasin tidak sama dengan aplikasi sejenis nya,masa saya baru transaksi sekali udah blenk eror instal lgi trs gitu lagi dan lagi,mohon perbaiki dan jelas kn Percuma kalo udah instal ga bisa di gunakan😴",1,0
"Didownload lebih dr 10jt pengguna, mungkin dr 10juta pengguna tersebut merasakan gagalnya buat akun BRIMo.. entah sistemnya yg belum sempurna atau karena hal lain.. yg pasti banyak yg gagal n ga berhasil bikin akun.. Lebih baik daftar via CS lebih simpel.. Hemat pikiran dan perasaan serta jauh dr rasa kesal.. * buat menghargai aplikasinya",1,0
"Tolong diperbaiki aplikasi nya, masa setiap mao login dan transaksi ket nya ""tidak ada koneksi"" mulu? Padaha buat buka youtube dkk lancar jaya. Dan kuota nya juga masih banyak..",1,0
Aplikasi Berat. Dibuka susah. Loading lambat. Sering general errorr. Tak tersambung. Selalu terputus dari koneksi internet. Saya pikir sebelumnya koneksi internet yang buruk. Tetapi sudah tukar simcard apasaja sama. Tolong diperbaiki secepatnya,1,2
"Pas mau dibuka aplikasinya sering ngeblank.. Harus di uninstal dulu kemudian instal lagi, baru deh bisa buka.. Seperti itu terus berulan-ulang..bikin emosi aja.. Masa mau transaksi mbanking aja harus uninstal dan instal aplkasi dulu",1,0
"Logout sendiri pas transaksi. Lambat, cek apapun lambat sekali. Kadang"" Saldo rekening ga ke update, sesekali update malah ga kelihatan apa"".(-). Mau simple malah ribet.",1,42
"Update terbaru ini keren banget Tampilan UI nya, jadi nyaman dan mudah digunakan. Stabilitas jaringan juga jadi lebih baik, mudah-mudahan terus berkembang kedepannya BRImo 👍🏻",5,0
"sangat membantu dlm bertransaksi, tp masih disayangkan dalam proses transaksi tiba tiba logout sendiri padahal koneksi internet kenceng stabil. mohon di atasi karena tidak nyaman dalam ber transaksi.. makasih",4,2
"Pendaftaran baru untuk brimo kenapa lemot banget yaa, udh berkali-kali nyoba dengan panduan2 yang saya cari di web resmi bri tetep aja gak bisa. Dulu udh pernah nyoba dan gak bisa akhirnya nyerah, soalnya masih ada layanan pemberitahuan transaksi via sms, dan sedangkan untuk saat ini pemberitahuan via sms udh mau dihapus april 2022 bulan depan, gimana ini solusinya",1,9
